Date,State,Housing Inventory,Construction Costs,Land Availability,Interest Rates,Economic Conditions,Population Growth,Consumer Confidence,Demographic Trends,Location & Amenities,House Price ($),House Area (sqft)
2021-10-01,Louisiana,120188,106505,Abundant,4.63,Moderate,1.19,Low,Aging Population,"Urban, Good Schools",737443,3483
2021-10-02,Virginia,83916,177788,Abundant,5.26,Weak,0.77,High,Millennial Buyers,"Urban, Good Schools",409506,3056
2021-10-03,Georgia,196599,190636,Limited,4.5,Strong,1.04,High,Millennial Buyers,"Suburban, Transport",505489,3213
2021-10-04,Missouri,195148,145051,Limited,3.07,Strong,1.88,Low,Aging Population,"Urban, Good Schools",437748,3766
2021-10-05,Utah,109542,168066,Limited,5.1,Weak,1.46,Low,Aging Population,"Suburban, Transport",377619,1713
2021-10-06,North Dakota,122177,146292,Abundant,3.09,Weak,0.59,Moderate,Millennial Buyers,"Urban, Good Schools",255707,1571
2021-10-07,North Dakota,133893,187954,Limited,5.83,Moderate,1.45,Low,Aging Population,"Urban, Good Schools",628139,2835
2021-10-08,California,151385,160416,Limited,3.38,Strong,1.11,High,Millennial Buyers,"Urban, Good Schools",544936,1206
2021-10-09,Wyoming,117108,197317,Limited,5.1,Strong,0.6,Low,Millennial Buyers,"Urban, Good Schools",766639,3809
2021-10-10,Texas,104623,154547,Abundant,3.67,Strong,0.9,Moderate,Aging Population,"Suburban, Transport",597557,2996
2021-10-11,Oklahoma,100796,160193,Limited,5.51,Strong,0.98,Moderate,Aging Population,"Urban, Good Schools",765248,1361
2021-10-12,Massachusetts,195830,125720,Limited,5.56,Strong,1.06,Low,Millennial Buyers,"Urban, Good Schools",630522,1668
2021-10-13,California,147022,194937,Limited,3.2,Strong,0.72,Moderate,Aging Population,"Urban, Good Schools",674233,3524
2021-10-14,Wisconsin,171452,101139,Abundant,4.66,Moderate,1.86,Moderate,Millennial Buyers,"Urban, Good Schools",511419,3814
2021-10-15,New York,132684,108651,Limited,4.64,Weak,0.9,Low,Aging Population,"Suburban, Transport",1415422,2036
2021-10-16,Ohio,50038,148225,Limited,5.5,Moderate,1.2,Low,Millennial Buyers,"Urban, Good Schools",666142,3224
2021-10-17,Maryland,153679,134981,Abundant,5.88,Strong,1.61,High,Aging Population,"Suburban, Transport",774939,1743
2021-10-18,Vermont,189656,109494,Limited,5.35,Moderate,1.48,High,Millennial Buyers,"Urban, Good Schools",561278,3053
2021-10-19,South Dakota,77172,161689,Limited,4.64,Moderate,1.53,Moderate,Aging Population,"Suburban, Transport",741837,2227
2021-10-20,Maine,90449,118016,Abundant,4.82,Strong,1.21,High,Millennial Buyers,"Suburban, Transport",498175,2048
2021-10-21,Virginia,196613,186174,Limited,3.73,Moderate,1.07,High,Aging Population,"Urban, Good Schools",308418,3398
2021-10-22,Oklahoma,121540,199648,Abundant,3.67,Moderate,1.91,Low,Millennial Buyers,"Urban, Good Schools",679309,3544
2021-10-23,New Mexico,123139,152842,Abundant,4.73,Weak,1.06,Low,Millennial Buyers,"Suburban, Transport",582503,3076
2021-10-24,Wisconsin,128027,121559,Limited,4.25,Strong,0.73,Moderate,Aging Population,"Urban, Good Schools",622647,3173
2021-10-25,Ohio,158195,112908,Abundant,4.42,Moderate,1.97,Low,Aging Population,"Urban, Good Schools",249297,2935
2021-10-26,Kentucky,111151,192644,Abundant,5.83,Moderate,0.79,Moderate,Millennial Buyers,"Urban, Good Schools",447302,1551
2021-10-27,Maine,157727,128087,Limited,5.95,Strong,0.92,Moderate,Aging Population,"Urban, Good Schools",230094,1339
2021-10-28,Hawaii,160226,112541,Limited,5.12,Strong,1.08,High,Millennial Buyers,"Suburban, Transport",278682,3565
2021-10-29,Nevada,149532,177264,Limited,3.28,Moderate,0.52,Low,Aging Population,"Urban, Good Schools",657576,3185
2021-10-30,Kansas,183735,185369,Abundant,3.91,Weak,1.63,High,Aging Population,"Urban, Good Schools",764523,1716
2021-10-31,Washington,111140,198103,Limited,3.2,Strong,0.95,Low,Millennial Buyers,"Urban, Good Schools",799019,3452
2021-11-01,Arizona,177862,119890,Abundant,5.48,Strong,1.91,Moderate,Aging Population,"Urban, Good Schools",799616,1347
2021-11-02,West Virginia,173251,104282,Limited,4.85,Strong,0.58,High,Aging Population,"Urban, Good Schools",780311,3182
2021-11-03,Hawaii,169298,102322,Limited,3.44,Weak,1.3,High,Aging Population,"Urban, Good Schools",770762,3049
2021-11-04,Mississippi,83265,138041,Abundant,3.01,Weak,0.81,Low,Aging Population,"Urban, Good Schools",159392,2655
2021-11-05,Virginia,109245,148353,Limited,5.84,Strong,1.36,Moderate,Aging Population,"Urban, Good Schools",424229,2234
2021-11-06,Oklahoma,160412,141696,Limited,3.93,Weak,1.6,High,Aging Population,"Suburban, Transport",254479,3241
2021-11-07,Utah,169585,195859,Abundant,3.54,Weak,0.6,High,Aging Population,"Urban, Good Schools",690314,3251
2021-11-08,Idaho,165561,196129,Abundant,4.93,Moderate,0.85,Moderate,Aging Population,"Suburban, Transport",656295,2736
2021-11-09,Maryland,143993,111677,Abundant,3.5,Weak,0.96,High,Millennial Buyers,"Suburban, Transport",180400,3469
2021-11-10,Tennessee,124550,187072,Abundant,3.44,Weak,1.32,Low,Aging Population,"Urban, Good Schools",481524,3278
2021-11-11,Washington,189247,104117,Limited,3.2,Weak,0.71,Moderate,Aging Population,"Suburban, Transport",791535,1943
2021-11-12,Maine,165758,161596,Limited,5.1,Weak,1.28,Low,Aging Population,"Suburban, Transport",441377,3669
2021-11-13,Florida,51287,199623,Limited,4.09,Strong,0.85,Low,Aging Population,"Urban, Good Schools",305960,2665
2021-11-14,North Carolina,177724,163753,Limited,4.65,Strong,1.81,Moderate,Millennial Buyers,"Suburban, Transport",200841,1165
2021-11-15,Illinois,155329,106946,Limited,5.16,Moderate,1.61,High,Aging Population,"Suburban, Transport",410762,2030
2021-11-16,Washington,160579,106551,Limited,3.06,Weak,1.75,High,Millennial Buyers,"Urban, Good Schools",237575,1677
2021-11-17,Wisconsin,89790,170315,Abundant,5.09,Moderate,1.66,High,Millennial Buyers,"Suburban, Transport",415719,2537
2021-11-18,Kentucky,114246,109798,Limited,4.13,Strong,0.84,High,Aging Population,"Urban, Good Schools",758602,2069
2021-11-19,Montana,71883,158850,Abundant,5.25,Weak,1.69,High,Aging Population,"Urban, Good Schools",240831,2197
2021-11-20,Kansas,95459,181677,Limited,3.06,Weak,1.32,Low,Millennial Buyers,"Urban, Good Schools",167555,3553
2021-11-21,Oklahoma,94609,130250,Abundant,5.07,Strong,1.74,High,Aging Population,"Urban, Good Schools",440148,1040
2021-11-22,Nebraska,150024,160095,Abundant,5.75,Strong,1.85,Moderate,Millennial Buyers,"Urban, Good Schools",592446,3595
2021-11-23,Tennessee,187685,179854,Abundant,4.63,Weak,0.77,Low,Aging Population,"Suburban, Transport",331561,1288
2021-11-24,Illinois,50359,109588,Limited,4.97,Weak,1.05,High,Millennial Buyers,"Suburban, Transport",423914,3557
2021-11-25,California,177373,107358,Abundant,4.0,Strong,0.83,High,Millennial Buyers,"Urban, Good Schools",1305337,1689
2021-11-26,Arizona,83922,187575,Abundant,3.22,Moderate,1.72,High,Millennial Buyers,"Suburban, Transport",403680,2664
2021-11-27,Mississippi,104525,173290,Limited,3.03,Weak,0.87,Low,Aging Population,"Suburban, Transport",453684,2593
2021-11-28,Wyoming,150419,120047,Abundant,3.71,Weak,0.79,High,Millennial Buyers,"Suburban, Transport",728054,3737
2021-11-29,Illinois,165807,113107,Abundant,4.12,Weak,0.56,Low,Millennial Buyers,"Suburban, Transport",549335,2569
2021-11-30,Hawaii,58487,106093,Limited,5.67,Strong,1.9,Low,Millennial Buyers,"Urban, Good Schools",328191,3375
2021-12-01,Hawaii,54089,169756,Limited,4.85,Weak,1.84,Moderate,Aging Population,"Urban, Good Schools",795476,2126
2021-12-02,Hawaii,121065,130772,Abundant,4.86,Strong,1.86,Low,Millennial Buyers,"Suburban, Transport",670927,3270
2021-12-03,California,110028,119092,Abundant,4.69,Moderate,1.37,Low,Aging Population,"Urban, Good Schools",1179610,2424
2021-12-04,New Jersey,91106,122642,Limited,5.72,Weak,1.14,High,Millennial Buyers,"Suburban, Transport",779068,1170
2021-12-05,Ohio,135116,192405,Limited,3.03,Moderate,0.78,High,Aging Population,"Urban, Good Schools",516161,3110
2021-12-06,Alabama,116404,146430,Limited,5.69,Moderate,0.94,Moderate,Aging Population,"Urban, Good Schools",223674,2257
2021-12-07,Massachusetts,63669,139148,Limited,4.41,Weak,1.83,Moderate,Aging Population,"Suburban, Transport",711082,3633
2021-12-08,Indiana,139039,166206,Abundant,4.24,Strong,0.84,High,Aging Population,"Urban, Good Schools",268827,3957
2021-12-09,South Carolina,164354,162167,Abundant,5.7,Strong,0.5,Low,Aging Population,"Urban, Good Schools",277617,2765
2021-12-10,Hawaii,99901,124282,Abundant,3.87,Weak,0.56,Moderate,Aging Population,"Suburban, Transport",608997,3110
2021-12-11,West Virginia,99866,126511,Limited,3.98,Weak,1.33,Moderate,Aging Population,"Suburban, Transport",639198,3174
2021-12-12,North Carolina,124691,166550,Limited,5.83,Strong,1.73,Low,Aging Population,"Suburban, Transport",560846,1976
2021-12-13,Connecticut,142537,150114,Abundant,5.96,Moderate,1.04,Moderate,Millennial Buyers,"Urban, Good Schools",152463,3134
2021-12-14,Delaware,174470,114428,Abundant,5.09,Moderate,0.91,High,Millennial Buyers,"Suburban, Transport",545403,1277
2021-12-15,Pennsylvania,161182,100294,Abundant,4.07,Strong,0.56,High,Aging Population,"Urban, Good Schools",412775,2216
2021-12-16,Kansas,88043,163855,Abundant,5.77,Weak,0.75,High,Millennial Buyers,"Urban, Good Schools",259723,2436
2021-12-17,Utah,170681,159108,Limited,3.12,Strong,1.69,High,Aging Population,"Suburban, Transport",314946,2885
2021-12-18,Florida,194138,170551,Abundant,4.97,Weak,0.57,Moderate,Aging Population,"Urban, Good Schools",600368,1617
2021-12-19,Maryland,145992,125250,Abundant,4.12,Weak,1.71,Moderate,Aging Population,"Suburban, Transport",346784,1250
2021-12-20,Minnesota,90091,123571,Limited,5.49,Strong,1.38,Low,Millennial Buyers,"Suburban, Transport",523142,2029
2021-12-21,Vermont,133130,177496,Limited,4.63,Weak,1.44,High,Aging Population,"Urban, Good Schools",297032,2924
2021-12-22,Ohio,152665,157999,Limited,3.14,Moderate,1.22,High,Aging Population,"Urban, Good Schools",491863,1801
2021-12-23,Connecticut,190935,128379,Limited,4.19,Weak,1.94,Moderate,Aging Population,"Suburban, Transport",647933,1993
2021-12-24,Mississippi,107384,124129,Abundant,5.87,Weak,1.77,Moderate,Aging Population,"Urban, Good Schools",567191,1359
2021-12-25,Mississippi,147896,144308,Abundant,3.69,Moderate,0.91,Moderate,Millennial Buyers,"Suburban, Transport",334910,3667
2021-12-26,Maine,166701,130192,Limited,4.5,Weak,0.65,High,Aging Population,"Suburban, Transport",249159,3154
2021-12-27,Arizona,65460,157108,Abundant,5.17,Strong,1.38,Low,Millennial Buyers,"Urban, Good Schools",600965,3243
2021-12-28,Mississippi,152483,163102,Abundant,3.67,Strong,1.71,Moderate,Millennial Buyers,"Suburban, Transport",610713,2521
2021-12-29,South Dakota,58370,117040,Limited,3.87,Strong,1.0,High,Aging Population,"Suburban, Transport",202865,1740
2021-12-30,North Carolina,183040,169067,Abundant,3.97,Moderate,1.98,Low,Millennial Buyers,"Urban, Good Schools",518483,2377
2021-12-31,Utah,146281,145923,Limited,4.8,Moderate,1.47,Low,Aging Population,"Suburban, Transport",269911,2648
2022-01-01,Iowa,118273,138214,Limited,4.67,Weak,1.47,High,Millennial Buyers,"Suburban, Transport",509115,1189
2022-01-02,Maine,111649,111647,Limited,4.49,Strong,1.18,High,Millennial Buyers,"Urban, Good Schools",429950,1945
2022-01-03,Vermont,86573,136694,Abundant,5.1,Strong,1.96,High,Aging Population,"Urban, Good Schools",476894,1560
2022-01-04,North Carolina,58447,175838,Limited,3.7,Weak,1.67,High,Millennial Buyers,"Suburban, Transport",610589,1958
2022-01-05,North Dakota,107696,126370,Abundant,4.47,Moderate,1.75,Low,Aging Population,"Urban, Good Schools",734500,2654
2022-01-06,Rhode Island,126573,134183,Abundant,5.12,Strong,0.59,Low,Aging Population,"Urban, Good Schools",652653,1399
2022-01-07,Connecticut,137327,183939,Abundant,3.31,Strong,1.38,High,Millennial Buyers,"Suburban, Transport",417920,3756
2022-01-08,Nebraska,95631,175202,Limited,4.52,Weak,1.07,High,Aging Population,"Suburban, Transport",785754,3341
2022-01-09,Texas,169913,166391,Abundant,5.61,Moderate,1.4,Low,Aging Population,"Urban, Good Schools",445621,2798
2022-01-10,New Hampshire,79717,112220,Limited,4.86,Strong,1.7,High,Aging Population,"Suburban, Transport",344648,3665
2022-01-11,Montana,115326,185043,Abundant,3.26,Weak,0.74,Low,Millennial Buyers,"Urban, Good Schools",206414,2289
2022-01-12,Wisconsin,92789,163395,Limited,5.05,Weak,0.51,Low,Millennial Buyers,"Urban, Good Schools",175649,2955
2022-01-13,New York,68941,164787,Limited,5.85,Moderate,0.8,Moderate,Aging Population,"Urban, Good Schools",630641,2439
2022-01-14,Kentucky,68438,108837,Abundant,3.31,Strong,0.75,High,Millennial Buyers,"Suburban, Transport",469092,1180
2022-01-15,Washington,159298,181710,Limited,5.69,Moderate,1.64,High,Millennial Buyers,"Suburban, Transport",170453,3042
2022-01-16,Arizona,55975,149040,Abundant,3.84,Moderate,1.51,Moderate,Aging Population,"Suburban, Transport",673664,3454
2022-01-17,Iowa,171652,191444,Abundant,4.83,Weak,1.89,Low,Aging Population,"Suburban, Transport",681675,2949
2022-01-18,Vermont,73915,179320,Limited,3.64,Strong,0.78,Low,Millennial Buyers,"Suburban, Transport",667245,3259
2022-01-19,Maryland,169498,131222,Abundant,5.16,Weak,0.54,High,Millennial Buyers,"Suburban, Transport",253239,1998
2022-01-20,California,140556,145102,Abundant,5.65,Moderate,1.07,High,Millennial Buyers,"Urban, Good Schools",1378981,2269
2022-01-21,Alabama,74136,127526,Limited,4.23,Strong,1.58,High,Aging Population,"Suburban, Transport",279492,1399
2022-01-22,Iowa,129699,166160,Limited,4.74,Weak,1.04,High,Aging Population,"Urban, Good Schools",789245,3442
2022-01-23,Rhode Island,104049,111716,Abundant,5.66,Weak,1.84,High,Millennial Buyers,"Urban, Good Schools",775845,2103
2022-01-24,California,153026,154029,Abundant,3.82,Weak,1.69,Moderate,Millennial Buyers,"Suburban, Transport",525187,1903
2022-01-25,Kansas,87405,135110,Limited,4.63,Strong,0.79,Low,Millennial Buyers,"Suburban, Transport",437081,2075
2022-01-26,New Hampshire,112826,129978,Limited,5.93,Strong,0.78,Low,Millennial Buyers,"Suburban, Transport",497656,2057
2022-01-27,Maryland,138753,187462,Abundant,4.8,Moderate,1.58,High,Millennial Buyers,"Urban, Good Schools",612592,3804
2022-01-28,Missouri,72083,151465,Limited,3.38,Strong,1.4,Low,Aging Population,"Urban, Good Schools",620888,2888
2022-01-29,Utah,181300,138945,Limited,5.52,Strong,1.57,High,Aging Population,"Suburban, Transport",198971,1992
2022-01-30,Maryland,116339,174672,Abundant,3.48,Moderate,1.12,High,Aging Population,"Suburban, Transport",748088,1889
2022-01-31,Minnesota,126526,171136,Abundant,3.9,Strong,1.27,Low,Millennial Buyers,"Urban, Good Schools",760528,1333
2022-02-01,Kentucky,160258,182594,Limited,5.4,Weak,0.96,Low,Aging Population,"Urban, Good Schools",669702,2783
2022-02-02,Minnesota,103573,132536,Limited,3.99,Strong,1.56,Low,Millennial Buyers,"Urban, Good Schools",660984,3714
2022-02-03,Texas,54065,184693,Abundant,5.0,Strong,0.85,Low,Aging Population,"Urban, Good Schools",597884,2577
2022-02-04,Wyoming,191208,182061,Abundant,5.1,Weak,0.91,Low,Millennial Buyers,"Urban, Good Schools",519133,2116
2022-02-05,Washington,147641,147458,Abundant,5.18,Moderate,1.46,High,Aging Population,"Urban, Good Schools",724747,1046
2022-02-06,New Jersey,62514,194448,Limited,4.21,Moderate,0.98,Moderate,Aging Population,"Suburban, Transport",594261,1217
2022-02-07,Louisiana,87587,185627,Limited,3.48,Strong,0.6,Moderate,Millennial Buyers,"Urban, Good Schools",179649,3036
2022-02-08,Mississippi,123870,190859,Abundant,3.84,Strong,1.15,Moderate,Aging Population,"Suburban, Transport",294129,1002
2022-02-09,Vermont,120257,198279,Limited,5.13,Moderate,1.19,Moderate,Millennial Buyers,"Suburban, Transport",729831,2327
2022-02-10,Iowa,168048,139190,Abundant,3.05,Weak,1.09,High,Aging Population,"Urban, Good Schools",275698,3799
2022-02-11,Nevada,104873,117299,Abundant,4.0,Moderate,1.83,Low,Millennial Buyers,"Urban, Good Schools",517898,3337
2022-02-12,New Jersey,188909,111032,Abundant,5.31,Strong,1.25,High,Millennial Buyers,"Suburban, Transport",381094,1109
2022-02-13,Tennessee,83736,176751,Abundant,4.42,Weak,0.75,Moderate,Aging Population,"Urban, Good Schools",437766,1079
2022-02-14,Arizona,102899,128687,Abundant,4.03,Moderate,0.85,High,Aging Population,"Suburban, Transport",782321,1878
2022-02-15,Michigan,76765,176454,Abundant,3.39,Moderate,0.83,High,Aging Population,"Urban, Good Schools",627449,3669
2022-02-16,Oregon,169213,187083,Abundant,4.76,Strong,0.93,High,Millennial Buyers,"Suburban, Transport",328560,2137
2022-02-17,Ohio,167874,198334,Abundant,3.68,Moderate,0.95,Moderate,Millennial Buyers,"Urban, Good Schools",214805,2670
2022-02-18,California,122131,128740,Abundant,3.13,Strong,0.73,Low,Millennial Buyers,"Urban, Good Schools",648331,3130
2022-02-19,South Carolina,131635,149829,Abundant,3.01,Weak,0.92,Low,Millennial Buyers,"Urban, Good Schools",396829,2127
2022-02-20,Wyoming,188660,174444,Abundant,3.88,Moderate,1.47,Low,Millennial Buyers,"Suburban, Transport",712805,2316
2022-02-21,South Carolina,120300,182132,Limited,4.59,Strong,1.32,High,Millennial Buyers,"Urban, Good Schools",303815,1303
2022-02-22,Maine,111551,130068,Limited,5.07,Weak,1.96,Low,Millennial Buyers,"Suburban, Transport",553273,2963
2022-02-23,Minnesota,196807,129528,Limited,5.78,Moderate,1.37,Low,Aging Population,"Suburban, Transport",757312,2532
2022-02-24,Nevada,58130,110493,Abundant,3.07,Weak,0.64,High,Millennial Buyers,"Suburban, Transport",525749,3298
2022-02-25,New York,109380,153917,Limited,4.03,Weak,1.18,Low,Millennial Buyers,"Urban, Good Schools",1798564,2007
2022-02-26,Wisconsin,61271,118000,Abundant,5.62,Weak,1.97,Moderate,Millennial Buyers,"Urban, Good Schools",573668,2126
2022-02-27,Rhode Island,77911,138608,Abundant,3.44,Moderate,1.92,High,Aging Population,"Urban, Good Schools",710710,3596
2022-02-28,Georgia,180860,167892,Abundant,4.29,Moderate,1.28,Low,Aging Population,"Suburban, Transport",675675,2990
2022-03-01,Washington,61061,189977,Limited,4.81,Strong,0.66,High,Aging Population,"Urban, Good Schools",650097,3771
2022-03-02,Alabama,110029,186147,Abundant,5.1,Strong,0.82,Low,Aging Population,"Suburban, Transport",723122,1541
2022-03-03,Utah,85279,158986,Limited,5.89,Weak,0.53,Low,Millennial Buyers,"Urban, Good Schools",708375,2574
2022-03-04,Connecticut,194866,129639,Abundant,5.55,Strong,1.28,High,Aging Population,"Urban, Good Schools",418329,1294
2022-03-05,South Dakota,65825,161609,Limited,5.28,Weak,1.9,Low,Aging Population,"Suburban, Transport",326535,1087
2022-03-06,Maine,115301,144753,Limited,5.21,Weak,0.71,Moderate,Millennial Buyers,"Suburban, Transport",551645,1242
2022-03-07,Idaho,60666,190156,Abundant,4.37,Strong,1.16,Moderate,Millennial Buyers,"Suburban, Transport",463415,2821
2022-03-08,Maine,65035,184974,Abundant,3.8,Weak,1.39,Moderate,Aging Population,"Suburban, Transport",469438,2172
2022-03-09,California,79653,112477,Abundant,4.52,Weak,1.26,Moderate,Aging Population,"Urban, Good Schools",1237400,1385
2022-03-10,Washington,131508,166482,Limited,5.06,Moderate,1.35,Moderate,Millennial Buyers,"Urban, Good Schools",678906,3333
2022-03-11,Alaska,169201,136133,Abundant,3.49,Strong,1.81,High,Aging Population,"Urban, Good Schools",691666,3419
2022-03-12,Michigan,195645,191578,Limited,5.74,Weak,0.81,Moderate,Millennial Buyers,"Urban, Good Schools",502797,1493
2022-03-13,Utah,176459,194367,Limited,3.5,Moderate,1.29,High,Aging Population,"Urban, Good Schools",198185,2243
2022-03-14,South Carolina,193451,132707,Abundant,3.97,Moderate,1.55,High,Millennial Buyers,"Suburban, Transport",732519,2918
