Date,State,Housing_Inventory,Construction_Costs,Land_Availability,Interest_Rates,Economic_Conditions,Population_Growth,Consumer_Confidence,Demographic_Trends,House_Price_($),House_Area_(sqft),Location,Amenities
2012-08-14,Virginia,166209,125446,Limited,3.65,Moderate,2.0,High,Millennial Buyers,163060,2367,Urban,Good Schools
2020-05-19,Pennsylvania,124024,100385,Limited,5.14,Weak,0.96,Low,Millennial Buyers,706405,1287,Urban,Good Schools
2018-11-09,Maryland,123419,150389,Abundant,3.7,Strong,1.75,Moderate,Aging Population,744957,1165,Suburban,Transport
2017-11-09,North Dakota,195396,128143,Abundant,5.06,Weak,1.16,Moderate,Millennial Buyers,595679,3474,Urban,Good Schools
2020-05-05,Arkansas,92122,149589,Abundant,3.34,Strong,0.54,High,Aging Population,573927,2811,Urban,Good Schools
2022-02-20,Alaska,74487,141139,Limited,4.22,Strong,1.47,High,Aging Population,731241,1174,Suburban,Transport
2018-02-09,Washington,176833,170431,Abundant,5.17,Weak,1.23,Moderate,Aging Population,335698,2994,Suburban,Transport
2016-01-10,Utah,146939,159287,Abundant,5.96,Moderate,0.61,High,Millennial Buyers,394759,2014,Urban,Good Schools
2010-04-09,Wisconsin,124383,107153,Abundant,4.05,Moderate,0.79,Low,Aging Population,683249,3885,Suburban,Transport
2017-01-01,Hawaii,54786,118551,Limited,5.97,Moderate,1.61,Moderate,Aging Population,483119,2752,Urban,Good Schools
2018-09-19,Minnesota,172647,179832,Abundant,4.79,Moderate,0.7,Low,Aging Population,235342,1343,Urban,Good Schools
2010-09-11,Rhode Island,65587,137276,Limited,3.84,Moderate,1.63,Low,Aging Population,327936,3151,Suburban,Transport
2020-09-28,Hawaii,190803,196057,Limited,3.05,Weak,1.38,Low,Aging Population,739971,1661,Urban,Good Schools
2021-07-01,Tennessee,72409,101054,Abundant,4.09,Strong,0.97,Moderate,Millennial Buyers,727159,2421,Urban,Good Schools
2013-12-16,Florida,180635,145125,Limited,5.2,Strong,1.94,Moderate,Millennial Buyers,484629,3934,Urban,Good Schools
2014-07-07,Illinois,152615,130444,Abundant,4.54,Weak,1.12,Moderate,Aging Population,358636,3232,Urban,Good Schools
2022-10-27,North Carolina,149552,111259,Abundant,3.33,Weak,1.73,High,Millennial Buyers,259472,1569,Urban,Good Schools
2022-12-07,Wyoming,179239,103952,Limited,3.01,Strong,1.1,Moderate,Aging Population,589861,3399,Urban,Good Schools
2020-12-05,California,119353,127448,Limited,3.39,Weak,1.43,Low,Aging Population,1338346,2627,Urban,Good Schools
2014-08-24,Indiana,184861,172392,Abundant,4.08,Strong,1.18,Moderate,Millennial Buyers,548474,1243,Urban,Good Schools
2018-09-27,Minnesota,72271,175805,Limited,4.14,Weak,1.55,Low,Millennial Buyers,577331,1745,Suburban,Transport
2022-04-27,Oklahoma,190809,131024,Abundant,3.66,Weak,0.63,High,Millennial Buyers,400764,3841,Urban,Good Schools
2013-02-28,Massachusetts,92462,116120,Abundant,3.88,Moderate,1.73,Low,Millennial Buyers,663002,1840,Suburban,Transport
2016-03-05,Colorado,114303,185513,Abundant,3.3,Moderate,1.34,High,Aging Population,774777,2011,Urban,Good Schools
2014-08-10,Florida,143654,120850,Limited,5.56,Moderate,1.27,Moderate,Aging Population,427834,2572,Suburban,Transport
2018-09-06,Connecticut,135519,163371,Limited,3.97,Strong,0.63,Low,Millennial Buyers,265845,2167,Suburban,Transport
2015-08-19,Massachusetts,111657,182975,Limited,4.75,Strong,1.7,Low,Aging Population,716652,1791,Urban,Good Schools
2021-03-14,New York,103854,127855,Abundant,4.38,Strong,0.68,High,Millennial Buyers,565786,1261,Suburban,Transport
2018-07-06,Montana,103872,107226,Abundant,4.07,Moderate,1.5,Low,Aging Population,696982,2349,Urban,Good Schools
2022-06-15,South Carolina,170175,125164,Limited,5.29,Weak,0.51,Moderate,Millennial Buyers,371768,3121,Suburban,Transport
2020-03-12,Mississippi,163102,153060,Abundant,3.28,Strong,1.16,High,Aging Population,308401,2185,Suburban,Transport
2015-08-12,Rhode Island,162770,198441,Abundant,3.14,Strong,0.53,High,Aging Population,316200,3710,Urban,Good Schools
2019-12-23,Maine,74637,154945,Abundant,3.93,Moderate,0.75,Low,Aging Population,603724,1290,Suburban,Transport
2023-06-29,Louisiana,134948,157130,Limited,3.73,Strong,0.85,High,Millennial Buyers,724269,3771,Urban,Good Schools
2011-09-16,Texas,145824,183302,Abundant,3.54,Moderate,1.19,High,Millennial Buyers,462443,2392,Urban,Good Schools
2010-09-20,Kansas,134707,162917,Abundant,4.96,Strong,1.97,High,Millennial Buyers,627407,2935,Urban,Good Schools
2019-03-24,North Dakota,117568,185710,Limited,4.36,Moderate,1.3,Moderate,Millennial Buyers,360586,1341,Urban,Good Schools
2021-02-13,Illinois,91666,163149,Limited,5.07,Weak,1.92,Moderate,Millennial Buyers,335840,3351,Urban,Good Schools
2014-12-08,Utah,177851,109021,Limited,3.45,Moderate,1.19,High,Millennial Buyers,375120,3649,Urban,Good Schools
2022-12-20,Kansas,147214,157389,Limited,5.77,Weak,1.51,Low,Millennial Buyers,710561,3963,Suburban,Transport
2023-09-02,Florida,54073,137084,Limited,4.21,Strong,1.35,High,Millennial Buyers,666632,3004,Suburban,Transport
2016-07-13,Illinois,188666,129571,Abundant,4.09,Strong,0.54,Moderate,Aging Population,750637,3109,Urban,Good Schools
2015-05-14,Tennessee,119016,153101,Limited,5.86,Strong,0.91,Low,Millennial Buyers,230848,1507,Urban,Good Schools
2018-02-24,Illinois,82783,151500,Limited,5.75,Weak,1.74,High,Millennial Buyers,485050,2427,Urban,Good Schools
2011-05-04,South Carolina,91288,133514,Limited,5.59,Moderate,0.65,Moderate,Aging Population,409314,2702,Urban,Good Schools
2015-01-18,Rhode Island,176070,190055,Abundant,3.91,Strong,1.09,High,Millennial Buyers,176895,2211,Suburban,Transport
2014-10-01,Hawaii,136823,194409,Limited,4.46,Strong,1.48,Moderate,Millennial Buyers,753385,3992,Suburban,Transport
2017-12-21,Washington,136074,146559,Limited,5.72,Weak,1.43,Moderate,Aging Population,705207,3751,Suburban,Transport
2018-10-25,Washington,145707,140767,Abundant,4.52,Moderate,1.8,Moderate,Aging Population,767725,2956,Urban,Good Schools
2010-05-27,South Dakota,144651,130794,Abundant,3.84,Moderate,1.37,Low,Millennial Buyers,569129,1322,Urban,Good Schools
2015-06-10,Wyoming,122143,110560,Abundant,4.53,Moderate,1.17,Low,Millennial Buyers,398799,3463,Suburban,Transport
2013-10-01,Connecticut,184008,110961,Abundant,4.52,Weak,0.93,Moderate,Aging Population,196253,2483,Suburban,Transport
2017-09-12,Tennessee,54787,160415,Abundant,3.64,Strong,1.92,High,Aging Population,722725,2049,Suburban,Transport
2011-10-22,Ohio,161597,118078,Limited,3.79,Weak,1.62,Low,Millennial Buyers,311967,3068,Suburban,Transport
2014-11-30,North Dakota,121304,121261,Limited,4.63,Strong,0.97,Low,Millennial Buyers,760841,1361,Suburban,Transport
2016-11-16,Michigan,118804,192554,Limited,5.81,Moderate,0.6,Moderate,Aging Population,429813,2593,Suburban,Transport
2019-04-21,Massachusetts,51103,108735,Abundant,4.81,Moderate,1.38,Low,Aging Population,276250,1315,Urban,Good Schools
2021-09-22,Michigan,76164,156960,Abundant,5.03,Strong,0.92,Moderate,Millennial Buyers,762666,3866,Urban,Good Schools
2013-02-21,Indiana,90054,124061,Limited,5.82,Moderate,1.93,High,Millennial Buyers,696179,3247,Urban,Good Schools
2018-12-17,Nevada,93950,140786,Limited,3.23,Weak,1.96,Low,Aging Population,463454,2192,Urban,Good Schools
2011-09-01,Oregon,70156,193148,Abundant,3.19,Strong,1.29,Low,Aging Population,705481,1138,Suburban,Transport
2019-10-23,Wisconsin,189018,108070,Abundant,4.07,Moderate,1.3,High,Millennial Buyers,493177,2447,Suburban,Transport
2015-04-15,New Hampshire,191647,145921,Abundant,3.31,Strong,1.65,High,Aging Population,566927,2485,Suburban,Transport
2010-07-17,Tennessee,194325,130954,Abundant,5.56,Strong,1.57,Moderate,Aging Population,749621,2343,Urban,Good Schools
2018-01-10,New Mexico,63281,134883,Abundant,4.14,Strong,1.2,Low,Aging Population,169731,1896,Urban,Good Schools
2016-05-16,Ohio,78151,151587,Limited,5.66,Strong,1.37,High,Aging Population,183186,3122,Urban,Good Schools
2022-01-07,West Virginia,126351,190931,Abundant,3.56,Weak,0.75,High,Aging Population,294892,1593,Suburban,Transport
2012-02-06,Montana,74853,113663,Limited,5.87,Strong,1.92,Moderate,Aging Population,601238,2373,Urban,Good Schools
2022-04-24,Connecticut,100852,100590,Limited,4.43,Moderate,1.62,High,Millennial Buyers,329541,3892,Urban,Good Schools
2021-07-20,Texas,81298,187154,Limited,5.34,Moderate,0.57,Moderate,Aging Population,283466,1197,Suburban,Transport
2018-11-30,Wyoming,135731,120734,Abundant,3.5,Weak,0.98,Low,Millennial Buyers,158640,2978,Urban,Good Schools
2010-07-22,Colorado,96301,168464,Limited,4.62,Strong,1.05,Low,Millennial Buyers,698077,3187,Urban,Good Schools
2019-08-12,South Carolina,119936,130001,Limited,5.25,Strong,0.88,Moderate,Aging Population,779290,2849,Suburban,Transport
2014-09-30,Texas,167643,171122,Abundant,3.52,Strong,0.53,Low,Aging Population,173429,2038,Suburban,Transport
2017-08-09,North Carolina,131647,166339,Limited,4.51,Moderate,1.18,Low,Aging Population,652912,3919,Urban,Good Schools
2014-09-04,Iowa,90613,146741,Limited,5.47,Weak,0.75,Moderate,Aging Population,417618,2498,Urban,Good Schools
2019-07-07,Montana,85765,123733,Abundant,3.36,Strong,1.52,Moderate,Millennial Buyers,283545,3173,Urban,Good Schools
2012-05-04,Tennessee,176557,178462,Abundant,5.91,Strong,0.66,Moderate,Millennial Buyers,652384,3326,Urban,Good Schools
2022-12-21,Louisiana,180372,144438,Abundant,5.41,Strong,1.69,Low,Millennial Buyers,188769,1840,Urban,Good Schools
2021-03-21,Washington,74047,104384,Limited,4.6,Strong,0.95,Low,Aging Population,298380,1175,Suburban,Transport
2015-12-01,West Virginia,155035,121360,Abundant,4.34,Strong,1.91,Low,Millennial Buyers,398808,1419,Urban,Good Schools
2011-11-30,Idaho,64245,131881,Abundant,3.69,Moderate,1.1,Low,Millennial Buyers,270085,1588,Suburban,Transport
2023-07-19,Alabama,86083,120706,Abundant,5.23,Weak,0.98,Moderate,Aging Population,449933,2999,Urban,Good Schools
2018-03-19,West Virginia,64800,118772,Abundant,3.76,Moderate,0.81,Moderate,Millennial Buyers,720610,1546,Suburban,Transport
2020-02-14,Colorado,96510,124528,Limited,5.09,Strong,1.29,Moderate,Aging Population,603439,3229,Urban,Good Schools
2014-06-25,South Dakota,133974,102963,Abundant,3.33,Strong,1.98,Low,Millennial Buyers,544252,3317,Urban,Good Schools
2019-06-20,Tennessee,193718,193970,Limited,3.72,Moderate,0.52,Low,Aging Population,552128,2892,Suburban,Transport
2019-10-22,Georgia,135563,147734,Limited,5.68,Moderate,0.97,Low,Millennial Buyers,452800,3943,Urban,Good Schools
2013-07-15,California,91658,148416,Limited,3.19,Moderate,1.5,High,Millennial Buyers,1945024,2314,Urban,Good Schools
2022-10-04,Illinois,154381,109586,Abundant,3.81,Weak,1.08,Moderate,Millennial Buyers,375649,2226,Urban,Good Schools
2015-01-28,Connecticut,55673,130005,Abundant,4.51,Weak,1.35,Moderate,Millennial Buyers,305769,2362,Suburban,Transport
2020-04-21,North Dakota,139603,133003,Abundant,4.17,Moderate,1.14,Moderate,Millennial Buyers,229455,3916,Urban,Good Schools
2019-01-18,Oklahoma,88765,184282,Abundant,3.69,Moderate,1.11,High,Millennial Buyers,714249,1532,Urban,Good Schools
2023-06-14,New Jersey,107228,184896,Abundant,3.8,Moderate,1.12,High,Aging Population,203116,1047,Suburban,Transport
2020-04-01,Missouri,167859,100784,Abundant,4.09,Moderate,1.77,High,Aging Population,633198,2542,Urban,Good Schools
2019-06-08,Alaska,93056,111856,Limited,4.61,Moderate,1.29,Low,Millennial Buyers,463384,1007,Urban,Good Schools
2015-06-22,Florida,64652,183201,Limited,5.39,Moderate,1.43,Moderate,Millennial Buyers,668558,3876,Urban,Good Schools
2011-10-26,North Carolina,167999,198035,Abundant,3.56,Strong,1.34,High,Millennial Buyers,715645,2082,Suburban,Transport
2023-02-01,Florida,112792,133678,Abundant,5.84,Strong,1.15,High,Aging Population,450188,1858,Urban,Good Schools
2020-04-06,Colorado,88158,177333,Limited,4.62,Moderate,1.25,Low,Millennial Buyers,277317,1221,Urban,Good Schools
2022-01-31,New Mexico,132726,144234,Limited,5.85,Weak,0.77,Low,Aging Population,631755,3774,Suburban,Transport
2022-12-28,Arizona,187956,151891,Limited,5.24,Moderate,1.31,Moderate,Aging Population,452729,2357,Suburban,Transport
2011-12-11,Wyoming,108326,100674,Abundant,5.44,Weak,1.11,High,Aging Population,512338,3911,Urban,Good Schools
2013-07-06,South Carolina,164066,102900,Limited,3.72,Moderate,0.73,High,Millennial Buyers,263727,3126,Urban,Good Schools
2017-04-29,Alaska,50169,173368,Limited,4.98,Weak,1.51,Moderate,Millennial Buyers,476626,3503,Suburban,Transport
2021-01-12,Louisiana,158530,102969,Limited,4.75,Weak,1.87,High,Millennial Buyers,276699,2497,Suburban,Transport
2013-07-30,Kansas,79865,121408,Limited,5.35,Moderate,1.85,Low,Aging Population,286667,1203,Suburban,Transport
2016-02-16,Minnesota,74317,169882,Abundant,4.91,Strong,0.53,Low,Millennial Buyers,660257,3484,Urban,Good Schools
2019-01-16,Pennsylvania,179495,145377,Limited,5.99,Weak,1.15,Moderate,Millennial Buyers,739975,1319,Urban,Good Schools
2015-08-01,Missouri,74298,188207,Limited,3.6,Weak,0.61,Moderate,Millennial Buyers,629488,3289,Suburban,Transport
2014-03-10,Tennessee,100865,132073,Abundant,4.32,Strong,1.5,Low,Aging Population,388484,1848,Suburban,Transport
2014-07-22,Oklahoma,139685,101446,Limited,4.58,Weak,1.51,Moderate,Millennial Buyers,242214,1409,Suburban,Transport
2023-07-06,Montana,53515,189861,Limited,4.99,Weak,1.95,Low,Millennial Buyers,337075,2401,Urban,Good Schools
2023-07-25,Ohio,142967,114765,Limited,4.36,Moderate,0.98,Moderate,Aging Population,439235,3203,Suburban,Transport
2019-12-07,Wyoming,189577,152719,Abundant,4.51,Moderate,1.53,Moderate,Millennial Buyers,459905,2652,Urban,Good Schools
2017-05-17,Mississippi,58305,120212,Abundant,5.67,Weak,0.91,Moderate,Millennial Buyers,273744,2783,Urban,Good Schools
2018-05-19,Arkansas,195933,120907,Limited,5.76,Strong,1.81,High,Aging Population,526677,3206,Suburban,Transport
2014-05-17,South Carolina,129475,172235,Limited,5.18,Strong,0.6,Low,Aging Population,153548,1343,Suburban,Transport
2017-06-22,Massachusetts,72538,139538,Limited,5.04,Weak,1.65,High,Millennial Buyers,798317,1854,Urban,Good Schools
2017-03-10,Iowa,187971,120284,Abundant,5.51,Moderate,1.0,High,Aging Population,242641,1225,Urban,Good Schools
2018-08-24,Maine,126161,124132,Abundant,3.19,Strong,1.0,Low,Millennial Buyers,769148,1016,Urban,Good Schools
2019-01-28,Indiana,128646,195085,Abundant,5.3,Strong,1.14,High,Millennial Buyers,234692,2664,Suburban,Transport
2014-09-19,Utah,156866,144567,Limited,5.95,Weak,1.92,Moderate,Aging Population,680358,1453,Suburban,Transport
2012-11-25,Wyoming,102285,153126,Abundant,3.73,Moderate,1.6,Low,Millennial Buyers,436083,2357,Suburban,Transport
2022-09-11,Pennsylvania,103980,162447,Limited,3.39,Moderate,1.08,Moderate,Millennial Buyers,672357,3368,Urban,Good Schools
2018-11-17,Alaska,50364,115486,Limited,5.22,Weak,1.41,Moderate,Millennial Buyers,253504,3615,Suburban,Transport
2014-08-06,Alaska,83028,100086,Abundant,3.09,Weak,1.18,Moderate,Aging Population,587451,3169,Urban,Good Schools
2014-10-24,Virginia,145443,179351,Abundant,5.02,Weak,1.12,Low,Millennial Buyers,487464,3867,Urban,Good Schools
2021-06-23,Louisiana,96259,133140,Abundant,3.81,Moderate,0.86,Moderate,Millennial Buyers,580403,1842,Urban,Good Schools
2011-07-18,South Carolina,191582,102197,Abundant,4.38,Strong,1.48,Moderate,Millennial Buyers,185464,2243,Urban,Good Schools
2017-08-22,Kansas,179975,137629,Abundant,5.88,Strong,0.55,Moderate,Millennial Buyers,797788,3174,Suburban,Transport
2012-05-13,Michigan,134389,170418,Abundant,3.15,Weak,1.82,High,Millennial Buyers,191181,1737,Suburban,Transport
2014-01-24,Virginia,143026,173052,Limited,4.41,Strong,1.18,Moderate,Millennial Buyers,350889,1556,Suburban,Transport
2010-07-26,Louisiana,136485,105892,Limited,4.42,Weak,0.68,High,Millennial Buyers,502394,3174,Urban,Good Schools
2022-04-16,Pennsylvania,132847,130485,Abundant,3.74,Moderate,0.86,Moderate,Millennial Buyers,372059,1610,Suburban,Transport
2012-05-20,South Carolina,70756,174558,Limited,3.05,Strong,1.96,Moderate,Millennial Buyers,326967,3934,Urban,Good Schools
2022-04-21,Oklahoma,90734,189841,Limited,3.56,Weak,0.81,High,Aging Population,207152,2142,Urban,Good Schools
2011-05-18,Vermont,142524,113748,Limited,3.2,Strong,1.39,High,Aging Population,215034,3933,Suburban,Transport
2012-10-25,Florida,55581,158578,Abundant,4.38,Strong,1.39,Moderate,Millennial Buyers,324308,3884,Suburban,Transport
2020-07-07,Connecticut,57370,173935,Abundant,4.51,Strong,1.02,Moderate,Aging Population,382317,1974,Suburban,Transport
2017-05-14,North Dakota,136971,124660,Limited,3.08,Weak,1.28,High,Aging Population,434492,1892,Urban,Good Schools
2014-04-20,Michigan,62049,142456,Limited,3.91,Strong,0.66,Low,Millennial Buyers,350448,1417,Urban,Good Schools
2017-08-05,Arkansas,136596,163236,Limited,3.57,Moderate,1.26,High,Aging Population,558806,3858,Urban,Good Schools
2017-06-24,Missouri,119731,179530,Limited,5.54,Moderate,1.48,High,Millennial Buyers,458644,1058,Urban,Good Schools
2012-03-15,Connecticut,67905,131284,Limited,4.63,Weak,0.99,High,Millennial Buyers,643843,2898,Urban,Good Schools
2019-12-25,Missouri,137261,165947,Abundant,5.68,Strong,1.1,Moderate,Aging Population,393900,1215,Urban,Good Schools
2016-09-20,Louisiana,74086,100351,Abundant,5.86,Weak,1.81,High,Millennial Buyers,624988,2916,Urban,Good Schools
2022-08-04,Vermont,129948,146094,Abundant,5.26,Strong,1.47,High,Aging Population,319562,3775,Suburban,Transport
2018-07-02,North Dakota,193784,188764,Limited,5.36,Moderate,1.87,Moderate,Millennial Buyers,685262,1530,Urban,Good Schools
2023-05-08,New Jersey,141439,190474,Limited,4.31,Moderate,0.72,High,Millennial Buyers,328316,2691,Suburban,Transport
2010-07-20,New Jersey,109314,106821,Limited,5.73,Weak,1.28,High,Aging Population,689986,1997,Urban,Good Schools
2018-06-27,Georgia,146027,190283,Limited,4.11,Strong,1.78,Moderate,Millennial Buyers,415984,3458,Urban,Good Schools
2016-03-28,Illinois,78800,185514,Abundant,5.19,Strong,1.12,Moderate,Millennial Buyers,323818,3839,Urban,Good Schools
2019-10-02,Florida,119548,195774,Limited,4.62,Weak,1.51,Low,Millennial Buyers,222797,3012,Urban,Good Schools
2022-04-02,Florida,53960,128397,Abundant,3.34,Strong,1.09,Moderate,Millennial Buyers,242835,2773,Suburban,Transport
2022-05-12,New Mexico,197931,178623,Limited,4.35,Weak,1.37,Low,Millennial Buyers,341715,3503,Urban,Good Schools
2011-01-27,California,181466,188946,Limited,3.68,Weak,0.6,High,Aging Population,1995582,1121,Suburban,Transport
2014-02-04,Wisconsin,132348,158194,Limited,4.02,Weak,1.21,Moderate,Millennial Buyers,265486,1612,Urban,Good Schools
2017-05-19,Wisconsin,52412,134372,Abundant,4.71,Weak,1.97,High,Millennial Buyers,609635,2004,Urban,Good Schools
2015-07-21,Nebraska,120753,199853,Abundant,4.12,Weak,1.89,Low,Millennial Buyers,774923,1677,Urban,Good Schools
2017-01-12,Maryland,111737,152231,Limited,4.29,Strong,1.07,High,Millennial Buyers,297557,1889,Suburban,Transport
2010-03-06,Rhode Island,143982,159268,Abundant,3.16,Moderate,0.96,Moderate,Millennial Buyers,436122,3678,Suburban,Transport
2020-08-20,North Dakota,128612,177082,Abundant,4.11,Strong,0.73,Moderate,Aging Population,277379,2460,Suburban,Transport
2015-08-25,Arkansas,78892,151326,Abundant,3.53,Weak,0.93,High,Millennial Buyers,603052,2783,Urban,Good Schools
2011-05-08,Michigan,100141,163246,Abundant,5.16,Strong,1.79,Moderate,Aging Population,554328,2030,Suburban,Transport
2011-01-15,Arkansas,62140,142645,Limited,3.54,Strong,1.42,Low,Aging Population,572349,2205,Suburban,Transport
2023-04-22,Nebraska,82667,143644,Abundant,4.71,Strong,0.52,Low,Aging Population,500537,3516,Suburban,Transport
2020-12-07,Connecticut,183617,176840,Limited,5.65,Weak,1.36,Moderate,Millennial Buyers,693869,1562,Urban,Good Schools
2023-05-20,West Virginia,104416,105044,Abundant,3.22,Weak,1.31,Moderate,Aging Population,626663,3904,Urban,Good Schools
